CLC; Time; ax; ay; az; gx; gy; gz; mx; my; mz; pressure; altitude; temperature; kalman; simulationApogee; servo postiton; rocketState; air brake status; igniter status; apogee detection status; sd error;s imu error; rocket error;
CLC; 254230; 0,217; -0,090; -1,014; 45,395; -50,925; -286,720; 0,852; -0,361; 1,054; 947,634; 511,780;  13; 0,000; 511,564;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 254288; 0,149; -0,037; -1,042; 72,940; -46,690; -286,720; 0,852; -0,361; 1,054; 947,634; 511,780;  13; 0,000; 511,780;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 254340; 0,058; 0,004; -1,062; 85,925; -34,720; -286,720; 0,803; -0,346; 1,060; 947,757; 510,694;  13; 0,000; 511,780;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 254404; 0,063; -0,091; -1,098; 85,890; -13,335; -286,720; 0,747; -0,349; 1,045; 947,790; 510,408;  13; 0,000; 510,694;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 254620; 0,064; 0,006; -1,072; 43,995; -2,520; -286,720; 0,618; -0,480; 1,014; 947,984; 508,701;  13; 0,000; 510,408;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 254672; 0,023; 0,034; -1,036; 43,855; -9,695; -286,720; 0,618; -0,480; 1,014; 947,984; 508,701;  13; 0,000; 508,701;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 254724; -0,030; 0,015; -1,026; 45,780; -13,790; -286,720; 0,673; -0,591; 1,021; 948,119; 507,509;  13; 0,000; 508,701;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 254776; -0,087; -0,035; -0,998; 47,005; -12,425; -286,720; 0,673; -0,591; 1,021; 948,119; 507,509;  13; 0,000; 507,509;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 255005; 0,010; -0,139; -0,955; 46,935; -20,090; -286,720; 1,001; -0,582; 1,037; 948,041; 508,203;  13; 0,000; 507,509;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 255057; 0,072; -0,107; -0,942; 48,580; -21,665; -286,720; 1,001; -0,582; 1,037; 948,159; 507,157;  13; 0,000; 508,203;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 255109; 0,068; -0,087; -0,973; 56,350; -24,115; -286,720; 1,040; -0,466; 1,036; 948,185; 506,933;  13; 0,000; 507,157;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 255354; 0,134; -0,067; -0,976; 68,180; 1,820; -286,720; 0,881; -0,248; 1,013; 948,287; 506,036;  13; 0,000; 506,933;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 255406; 0,109; -0,042; -0,966; 62,265; 6,790; -286,720; 0,730; -0,241; 0,995; 948,287; 506,036;  13; 0,000; 506,036;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 255458; 0,148; -0,018; -0,976; 56,420; 8,015; -286,720; 0,730; -0,241; 0,995; 948,294; 505,974;  13; 0,000; 506,036;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 255677; 0,085; 0,107; -0,975; 50,575; -1,260; -286,720; 0,587; -0,612; 0,943; 948,496; 504,199;  13; 0,000; 505,974;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 255729; 0,090; 0,107; -1,015; 52,255; -1,855; -286,720; 0,587; -0,612; 0,943; 948,496; 504,199;  13; 0,000; 504,199;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 255781; 0,026; 0,029; -1,053; 53,200; -3,430; -286,720; 0,695; -0,714; 0,962; 948,623; 503,078;  13; 0,000; 504,199;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 255833; 0,137; 0,016; -1,021; 56,525; -6,790; -286,720; 0,695; -0,714; 0,962; 948,698; 502,417;  13; 0,000; 503,078;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 256053; 0,079; -0,057; -0,985; 77,805; -10,955; -286,720; 1,071; -0,567; 1,019; 948,707; 502,344;  13; 0,000; 502,417;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 256105; 0,057; -0,109; -0,957; 77,350; -5,390; -286,720; 1,071; -0,567; 1,019; 948,741; 502,042;  13; 0,000; 502,344;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 256157; 0,063; -0,176; -0,934; 73,990; -0,245; -286,720; 1,077; -0,421; 1,027; 948,609; 503,201;  13; 0,000; 502,042;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 256394; 0,273; -0,166; -0,984; 47,705; -9,765; -286,720; 0,890; -0,241; 0,998; 948,813; 501,413;  13; 0,000; 503,201;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 256448; 0,277; -0,115; -1,023; 49,035; -18,585; -286,720; 0,731; -0,240; 0,975; 948,813; 501,413;  13; 0,000; 501,413;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 256500; 0,206; -0,076; -1,035; 52,850; -23,415; -286,720; 0,731; -0,240; 0,975; 948,808; 501,456;  13; 0,000; 501,413;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 256552; 0,198; -0,093; -1,037; 54,110; -24,745; -286,720; 0,621; -0,330; 0,979; 948,867; 500,933;  13; 0,000; 501,456;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 256775; 0,052; -0,011; -0,985; 58,380; -24,920; -286,720; 0,609; -0,575; 0,997; 948,994; 499,817;  13; 0,000; 500,933;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 256827; 0,042; -0,004; -0,966; 59,150; -21,525; -286,720; 0,609; -0,575; 0,997; 949,084; 499,025;  13; 0,000; 499,817;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 256879; -0,010; 0,001; -0,983; 58,695; -18,970; -286,720; 0,714; -0,652; 1,017; 949,222; 497,818;  13; 0,000; 499,025;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 257074; -0,023; -0,188; -1,027; 45,920; -8,050; -286,720; 1,053; -0,609; 1,046; 949,261; 497,470;  13; 0,000; 497,818;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 257126; 0,039; -0,195; -1,139; 41,160; -9,940; -286,720; 1,026; -0,532; 1,032; 949,187; 498,125;  13; 0,000; 497,470;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 257178; 0,112; -0,220; -1,189; 37,170; -19,075; -286,720; 1,026; -0,532; 1,032; 949,194; 498,060;  13; 0,000; 498,125;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 257230; 0,156; -0,186; -1,188; 37,555; -26,075; -286,720; 1,031; -0,414; 1,031; 949,194; 498,060;  13; 0,000; 498,060;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 257287; 0,149; -0,128; -1,153; 46,270; -31,815; -286,720; 1,031; -0,414; 1,031; 949,279; 497,318;  13; 0,000; 498,060;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 257351; 0,145; -0,121; -1,098; 61,215; -35,385; -286,720; 0,976; -0,320; 1,034; 949,285; 497,262;  13; 0,000; 497,318;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 257403; 0,142; -0,113; -1,038; 72,100; -33,530; -286,720; 0,976; -0,320; 1,034; 949,285; 497,262;  13; 0,000; 497,262;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 257460; 0,136; -0,087; -0,981; 80,500; -25,375; -286,720; 0,876; -0,245; 1,018; 949,345; 496,739;  13; 0,000; 497,262;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 257512; 0,184; -0,125; -0,981; 82,810; -15,470; -286,720; 0,740; -0,228; 0,980; 949,325; 496,912;  13; 0,000; 496,739;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 257564; 0,177; -0,088; -1,005; 84,525; -12,740; -286,720; 0,740; -0,228; 0,980; 949,325; 496,912;  13; 0,000; 496,912;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 257621; 0,226; -0,047; -0,924; 80,640; -7,945; -286,720; 0,609; -0,290; 0,967; 949,365; 496,561;  13; 0,000; 496,912;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 257673; 0,122; 0,080; -0,999; 71,960; -0,665; -286,720; 0,609; -0,290; 0,967; 949,397; 496,275;  13; 0,000; 496,561;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 257725; 0,068; 0,113; -1,066; 81,865; 7,700; -286,720; 0,546; -0,416; 0,940; 949,397; 496,275;  13; 0,000; 496,275;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 257777; 0,174; 0,079; -0,978; 77,700; 16,625; -286,720; 0,546; -0,416; 0,940; 949,419; 496,089;  13; 0,000; 496,275;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 257834; 0,200; 0,131; -1,001; 76,055; 17,920; -286,720; 0,652; -0,553; 0,927; 949,511; 495,274;  13; 0,000; 496,089;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 257886; 0,110; 0,094; -1,038; 71,680; 20,965; -286,720; 0,652; -0,553; 0,927; 949,511; 495,274;  13; 0,000; 495,274;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 257938; 0,088; 0,055; -0,947; 63,140; 23,730; -286,720; 0,607; -0,677; 0,925; 949,424; 496,044;  13; 0,000; 495,274;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 257995; 0,117; 0,087; -0,940; 55,195; 22,190; -286,720; 0,607; -0,677; 0,925; 949,578; 494,688;  13; 0,000; 496,044;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 258047; 0,138; 0,083; -0,907; 49,665; 18,060; -286,720; 0,724; -0,758; 0,939; 949,578; 494,688;  13; 0,000; 494,688;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 258099; 0,102; 0,077; -0,840; 45,920; 13,965; -286,720; 0,859; -0,771; 0,961; 949,649; 494,067;  13; 0,000; 494,688;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 258189; 0,028; 0,019; -0,830; 43,225; 3,080; -286,720; 0,859; -0,771; 0,961; 949,639; 494,155;  13; 0,000; 494,067;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 258247; -0,016; 0,056; -0,926; 44,940; -2,660; -286,720; 1,003; -0,716; 0,969; 949,731; 493,349;  13; 0,000; 494,155;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 258299; -0,026; 0,037; -0,964; 48,300; 1,015; -282,660; 1,098; -0,604; 0,999; 949,710; 493,533;  13; 0,000; 493,349;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 258351; -0,006; -0,026; -0,931; 50,785; 0,140; -273,420; 1,098; -0,604; 0,999; 949,710; 493,533;  13; 0,000; 493,533;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 258408; 0,045; -0,112; -0,928; 47,950; 4,200; -268,135; 1,130; -0,467; 1,010; 949,696; 493,651;  13; 0,000; 493,533;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 258460; 0,049; -0,162; -0,988; 45,255; 1,330; -270,655; 1,130; -0,467; 1,010; 949,647; 494,082;  13; 0,000; 493,651;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 258512; 0,113; -0,200; -0,996; 39,970; -0,980; -278,460; 1,104; -0,334; 1,007; 949,647; 494,082;  13; 0,000; 494,081;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 258564; 0,143; -0,164; -0,976; 37,520; -7,070; -282,835; 1,104; -0,334; 1,007; 949,762; 493,072;  13; 0,000; 494,081;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 258621; 0,154; -0,084; -1,005; 38,325; -8,820; -279,195; 1,075; -0,249; 0,991; 949,852; 492,280;  13; 0,000; 493,072;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 258673; 0,236; -0,157; -0,946; 39,655; -13,755; -279,195; 1,075; -0,249; 0,991; 949,852; 492,280;  13; 0,000; 492,280;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 258725; 0,144; -0,353; -0,848; 38,815; -16,275; -281,855; 0,869; -0,197; 0,968; 949,845; 492,345;  13; 0,000; 492,280;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 258783; 0,368; -0,250; -0,913; 37,800; -21,980; -284,620; 0,736; -0,214; 0,966; 949,903; 491,837;  13; 0,000; 492,345;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 258847; 0,116; -0,051; -0,968; 44,905; -34,195; -286,125; 0,736; -0,214; 0,966; 949,903; 491,837;  13; 0,000; 491,837;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 258899; 0,183; -0,089; -0,940; 52,815; -26,880; -286,720; 0,621; -0,285; 0,968; 949,898; 491,878;  13; 0,000; 491,837;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 258968; 0,194; -0,152; -0,918; 50,470; -23,135; -286,720; 0,621; -0,285; 0,968; 949,931; 491,592;  13; 0,000; 491,878;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 259020; 0,213; -0,085; -0,976; 45,885; -19,915; -285,810; 0,560; -0,390; 0,963; 949,920; 491,689;  13; 0,000; 491,592;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 259072; 0,255; -0,082; -0,939; 45,535; -25,060; -283,185; 0,564; -0,514; 0,976; 949,920; 491,689;  13; 0,000; 491,689;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 259124; 0,332; -0,023; -0,994; 44,695; -26,565; -277,375; 0,564; -0,514; 0,976; 950,021; 490,800;  13; 0,000; 491,689;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 259181; 0,270; -0,052; -1,080; 48,265; -33,180; -277,410; 0,628; -0,614; 0,996; 950,025; 490,761;  13; 0,000; 490,800;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 259233; 0,203; -0,018; -1,111; 53,410; -34,475; -277,935; 0,628; -0,614; 0,996; 950,025; 490,761;  13; 0,000; 490,761;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 259285; 0,186; -0,087; -1,117; 56,770; -34,055; -276,640; 0,762; -0,667; 1,013; 949,992; 491,050;  13; 0,000; 490,761;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 259343; 0,098; -0,058; -1,046; 56,385; -36,120; -276,605; 0,762; -0,667; 1,013; 950,146; 489,702;  13; 0,000; 491,050;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 259395; 0,096; -0,031; -1,009; 57,295; -32,340; -272,580; 0,916; -0,683; 1,033; 950,146; 489,702;  13; 0,000; 489,702;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 259447; 0,004; -0,099; -1,011; 58,730; -26,425; -272,545; 0,916; -0,683; 1,033; 950,167; 489,513;  13; 0,000; 489,702;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 259499; 0,011; -0,111; -0,986; 55,230; -22,435; -276,465; 0,979; -0,606; 1,029; 950,254; 488,757;  13; 0,000; 489,513;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 259567; 0,053; -0,081; -0,874; 52,605; -19,775; -279,440; 1,031; -0,508; 1,041; 950,254; 488,757;  13; 0,000; 488,757;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 259619; 0,048; -0,055; -0,939; 57,365; -25,095; -281,995; 1,031; -0,508; 1,041; 950,322; 488,157;  13; 0,000; 488,757;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 259671; -0,004; -0,093; -0,985; 60,725; -22,120; -278,915; 1,036; -0,400; 1,039; 950,311; 488,255;  13; 0,000; 488,157;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 259738; -0,077; -0,260; -1,040; 54,880; -13,020; -274,960; 1,036; -0,400; 1,039; 950,250; 488,785;  13; 0,000; 488,255;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 259804; -0,039; -0,226; -1,104; 40,950; -3,325; -279,090; 0,981; -0,302; 1,024; 950,250; 488,785;  13; 0,000; 488,785;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 259856; -0,001; -0,230; -1,084; 31,360; -7,980; -284,655; 0,869; -0,246; 1,016; 950,283; 488,502;  13; 0,000; 488,785;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 259908; 0,061; -0,192; -1,129; 23,765; -0,280; -286,720; 0,869; -0,246; 1,016; 950,293; 488,412;  13; 0,000; 488,502;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 259965; 0,033; -0,091; -1,052; 24,255; -4,025; -286,195; 0,743; -0,255; 1,007; 950,293; 488,412;  13; 0,000; 488,412;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 260017; 0,102; -0,047; -1,002; 25,865; -6,615; -280,910; 0,743; -0,255; 1,007; 950,423; 487,274;  13; 0,000; 488,412;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 260069; 0,101; -0,026; -0,984; 29,925; -6,265; -274,120; 0,706; -0,322; 1,005; 950,400; 487,473;  13; 0,000; 487,274;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 260127; 0,084; 0,017; -0,969; 36,505; -3,255; -265,160; 0,706; -0,322; 1,005; 950,400; 487,473;  13; 0,000; 487,473;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 260178; 0,097; 0,060; -0,968; 40,075; 2,625; -257,285; 0,622; -0,430; 0,994; 950,435; 487,165;  13; 0,000; 487,473;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 260230; 0,121; 0,038; -0,911; 45,605; 4,725; -254,100; 0,622; -0,430; 0,994; 950,537; 486,273;  13; 0,000; 487,165;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 260287; 0,180; 0,002; -0,905; 42,455; 12,145; -244,755; 0,598; -0,507; 0,978; 950,537; 486,273;  13; 0,000; 486,273;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 260339; 0,225; 0,044; -0,896; 39,375; 11,340; -234,955; 0,617; -0,595; 0,984; 950,435; 487,165;  13; 0,000; 486,273;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 260417; 0,253; 0,061; -0,914; 38,570; 6,755; -225,085; 0,617; -0,595; 0,984; 950,498; 486,614;  13; 0,000; 487,165;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 260469; 0,262; 0,079; -0,895; 39,620; 2,520; -222,285; 0,667; -0,658; 0,983; 950,534; 486,293;  13; 0,000; 486,614;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 260526; 0,247; 0,112; -0,910; 46,375; -3,745; -223,300; 0,667; -0,658; 0,983; 950,534; 486,293;  13; 0,000; 486,293;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 260578; 0,228; 0,117; -0,976; 50,890; -9,275; -219,275; 0,738; -0,687; 0,988; 950,574; 485,941;  13; 0,000; 486,293;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 260630; 0,205; 0,076; -1,017; 53,515; -12,250; -215,005; 0,831; -0,686; 1,018; 950,586; 485,836;  13; 0,000; 485,941;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 260704; 0,177; 0,011; -1,021; 55,510; -9,835; -200,340; 0,831; -0,686; 1,018; 950,633; 485,427;  13; 0,000; 485,836;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 260756; 0,132; -0,022; -1,014; 51,170; -8,540; -193,235; 0,920; -0,648; 1,034; 950,633; 485,427;  13; 0,000; 485,427;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 260808; 0,146; -0,062; -1,014; 47,495; -7,630; -191,485; 0,920; -0,648; 1,034; 950,729; 484,587;  13; 0,000; 485,427;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 260860; 0,095; -0,095; -0,996; 39,655; -5,845; -190,680; 1,060; -0,593; 1,051; 950,866; 483,379;  13; 0,000; 484,587;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 260917; 0,108; -0,123; -0,945; 30,170; -10,220; -196,000; 1,060; -0,593; 1,051; 950,866; 483,379;  13; 0,000; 483,379;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 260969; 0,098; -0,139; -0,904; 22,960; -13,125; -201,425; 1,015; -0,540; 1,038; 950,848; 483,542;  13; 0,000; 483,379;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 261021; 0,058; -0,013; -0,913; 21,070; -14,140; -202,790; 1,033; -0,468; 1,042; 950,862; 483,418;  13; 0,000; 483,542;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 261078; -0,050; 0,019; -0,909; 22,225; -26,110; -206,360; 1,033; -0,468; 1,042; 950,862; 483,418;  13; 0,000; 483,418;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 261130; -0,055; -0,021; -0,928; 22,400; -13,755; -201,530; 1,021; -0,403; 1,045; 950,820; 483,786;  13; 0,000; 483,418;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 261182; -0,035; -0,046; -0,935; 20,965; -8,435; -196,105; 1,021; -0,403; 1,045; 950,904; 483,053;  13; 0,000; 483,786;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 261234; -0,000; -0,072; -0,948; 20,860; -8,190; -190,015; 0,989; -0,345; 1,038; 950,904; 483,053;  13; 0,000; 483,053;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 261291; 0,062; -0,062; -0,958; 21,630; -8,225; -184,380; 0,989; -0,345; 1,038; 950,858; 483,452;  13; 0,000; 483,053;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 261343; 0,080; -0,093; -0,959; 20,895; -12,110; -181,825; 0,932; -0,307; 1,036; 950,866; 483,381;  13; 0,000; 483,452;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 261395; 0,102; -0,080; -1,005; 21,735; -13,615; -176,400; 0,932; -0,307; 1,036; 950,866; 483,381;  13; 0,000; 483,381;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 261452; 0,126; -0,073; -1,012; 26,425; -15,015; -175,805; 0,874; -0,277; 1,035; 950,871; 483,338;  13; 0,000; 483,381;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 261517; 0,096; -0,075; -0,997; 31,255; -12,635; -167,125; 0,824; -0,265; 1,025; 950,970; 482,471;  13; 0,000; 483,338;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 261569; 0,110; -0,093; -0,962; 35,105; -9,695; -165,095; 0,824; -0,265; 1,025; 950,970; 482,471;  13; 0,000; 482,471;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 261626; 0,113; -0,108; -0,956; 37,205; -8,470; -157,605; 0,872; -0,265; 1,024; 951,034; 481,912;  13; 0,000; 482,471;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 261678; 0,154; -0,117; -0,916; 37,625; -7,210; -160,510; 0,872; -0,265; 1,024; 950,970; 482,473;  13; 0,000; 481,912;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 261730; 0,154; -0,178; -0,867; 35,735; -7,315; -149,170; 0,719; -0,287; 0,997; 950,968; 482,486;  13; 0,000; 482,473;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 261782; 0,236; -0,249; -0,883; 33,285; -7,350; -149,205; 0,719; -0,287; 0,997; 950,968; 482,486;  13; 0,000; 482,486;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 261839; 0,226; -0,195; -0,883; 29,435; -10,605; -152,705; 0,668; -0,295; 0,991; 951,045; 481,813;  13; 0,000; 482,486;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 261891; 0,250; -0,202; -0,896; 26,740; -16,870; -155,330; 0,668; -0,295; 0,991; 950,980; 482,381;  13; 0,000; 481,813;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 261943; 0,231; -0,128; -0,867; 29,225; -20,895; -158,830; 0,632; -0,336; 1,000; 950,980; 482,381;  13; 0,000; 482,381;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 262012; 0,202; -0,144; -0,898; 33,740; -26,985; -165,305; 0,605; -0,389; 1,008; 951,057; 481,704;  13; 0,000; 482,381;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 262064; 0,198; -0,132; -0,872; 35,105; -21,665; -170,135; 0,605; -0,389; 1,008; 951,097; 481,359;  13; 0,000; 481,704;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 262116; 0,142; -0,151; -0,869; 32,305; -18,515; -173,530; 0,592; -0,438; 1,008; 951,097; 481,359;  13; 0,000; 481,359;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 262168; 0,160; -0,133; -0,830; 31,500; -14,700; -175,805; 0,592; -0,438; 1,008; 951,144; 480,944;  13; 0,000; 481,359;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 262237; 0,193; -0,097; -0,811; 21,175; -9,485; -162,190; 0,604; -0,493; 1,011; 951,185; 480,582;  13; 0,000; 480,944;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 262289; 0,225; -0,084; -0,791; 14,490; -8,400; -148,470; 0,636; -0,546; 1,019; 951,185; 480,582;  13; 0,000; 480,582;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 262341; 0,243; -0,050; -0,792; 9,590; -0,210; -137,200; 0,636; -0,546; 1,019; 951,248; 480,034;  13; 0,000; 480,582;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 262398; 0,252; -0,122; -0,821; 10,010; -12,705; -129,500; 0,776; -0,599; 1,019; 951,188; 480,558;  13; 0,000; 480,034;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 262450; 0,242; 0,041; -0,839; 13,510; -15,960; -123,305; 0,776; -0,599; 1,019; 951,302; 479,554;  13; 0,000; 480,558;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 262502; 0,246; 0,043; -0,860; 18,480; -13,615; -118,615; 0,710; -0,631; 1,011; 951,302; 479,554;  13; 0,000; 479,554;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 262554; 0,208; 0,093; -0,886; 25,375; -15,190; -119,595; 0,710; -0,631; 1,011; 951,321; 479,396;  13; 0,000; 479,554;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 262611; 0,230; 0,061; -0,933; 30,555; -14,560; -125,195; 0,751; -0,643; 1,024; 951,304; 479,539;  13; 0,000; 479,396;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 262663; 0,195; 0,042; -0,951; 28,035; -14,455; -127,330; 0,751; -0,643; 1,024; 951,304; 479,539;  13; 0,000; 479,539;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 262715; 0,190; 0,000; -0,949; 35,735; -11,655; -130,095; 0,802; -0,639; 1,039; 951,376; 478,912;  13; 0,000; 479,539;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 262783; 0,176; -0,059; -0,878; 32,900; -11,935; -130,655; 0,841; -0,624; 1,039; 951,455; 478,218;  13; 0,000; 478,912;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 262837; 0,154; -0,040; -0,938; 24,815; -5,985; -130,375; 0,841; -0,624; 1,039; 951,455; 478,218;  13; 0,000; 478,218;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 262889; 0,205; -0,057; -0,931; 15,260; -17,255; -131,915; 0,880; -0,607; 1,050; 951,505; 477,781;  13; 0,000; 478,218;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 262946; 0,177; 0,026; -1,013; 11,095; -12,565; -130,690; 0,880; -0,607; 1,050; 951,484; 477,966;  13; 0,000; 477,781;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 263024; 0,223; 0,106; -1,018; 8,295; -21,770; -121,870; 0,919; -0,593; 1,050; 951,577; 477,150;  13; 0,000; 477,966;   0; 3; 0; 0; 1; 0; 0; 0;
CLC; 263076; 0,142; 0,143; -1,050; 11,235; -22,575; -110,810; 0,980; -0,576; 1,056; 951,577; 477,150;  13; 0,000; 477,150;   0; 3; 0; 0; 1; 0; 0; 0;
